datetime,HCHO_vcol,NO2_vcol,O3_vcol,CLDO4_vcol,hour_utc
2024-12-12 09:00:00+00:00,8.85314E+15,7.92198E+15,325.2937538,789.9636047,9
2024-12-12 10:00:00+00:00,9.74578E+15,8.07899E+15,337.9970356,802.4316592,10
2024-12-12 11:00:00+00:00,2.88309E+15,4.75563E+15,318.4787195,673.2070541,11
2024-12-12 12:00:00+00:00,6.96695E+15,4.40443E+15,318.517063,810.8216635,12
2024-12-12 13:00:00+00:00,5.78066E+15,4.6878E+15,351.1418742,723.6998567,13
2024-12-12 14:00:00+00:00,3.82918E+15,6.20267E+15,321.1054747,768.6334831,14
2024-12-12 15:00:00+00:00,4.21829E+15,5.41461E+15,315.5725425,788.6069098,15
2024-12-12 16:00:00+00:00,4.06025E+15,6.46367E+15,318.0365432,767.1946587,16
2024-12-12 17:00:00+00:00,5.85923E+15,4.69785E+15,332.9547154,672.3493413,17
2024-12-12 18:00:00+00:00,5.93834E+15,7.35871E+15,304.9623075,787.7766713,18
2024-12-12 19:00:00+00:00,7.34681E+15,4.02964E+15,321.6131618,688.1683905,19
2024-12-12 20:00:00+00:00,6.81156E+15,5.92186E+15,326.8800296,779.3175703,20
2024-12-12 21:00:00+00:00,4.32705E+15,5.62019E+15,310.4887216,601.1436023,21
2024-12-12 22:00:00+00:00,0,0,0,0,22
2024-12-12 23:00:00+00:00,0,0,0,0,23
2024-12-13 00:00:00+00:00,0,0,0,0,0
2024-12-13 01:00:00+00:00,0,0,0,0,1
2024-12-13 02:00:00+00:00,0,0,0,0,2
2024-12-13 03:00:00+00:00,0,0,0,0,3
2024-12-13 04:00:00+00:00,0,0,0,0,4
2024-12-13 05:00:00+00:00,4.4844E+15,3.94736E+15,308.4565678,542.8018362,5
2024-12-13 06:00:00+00:00,7.69659E+15,5.79668E+15,297.8205217,702.5261997,6
2024-12-13 07:00:00+00:00,5.32211E+15,6.6955E+15,307.7424785,731.5303323,7
2024-12-13 08:00:00+00:00,6.10083E+15,6.27342E+15,328.727909,668.2322476,8
2024-12-13 09:00:00+00:00,5.39607E+15,1.20E+16,333.4357842,707.2022155,9
2024-12-13 10:00:00+00:00,4.54901E+15,5.62466E+15,323.3280207,799.7535813,10
2024-12-13 11:00:00+00:00,5.28756E+15,4.25379E+15,316.9847823,683.7640588,11
2024-12-13 12:00:00+00:00,7.75881E+15,3.03398E+15,328.3054862,662.6585626,12
2024-12-13 13:00:00+00:00,9.21097E+15,1.94283E+15,329.4604385,731.4253584,13
2024-12-13 14:00:00+00:00,4.8279E+15,6.15825E+15,318.6760687,754.48274,14
2024-12-13 15:00:00+00:00,5.65065E+15,6.65928E+15,326.3556742,759.9192513,15
2024-12-13 16:00:00+00:00,7.48636E+15,6.90144E+15,322.4941454,720.6885827,16
2024-12-13 17:00:00+00:00,6.72078E+15,4.76132E+15,340.9536719,688.8500703,17
2024-12-13 18:00:00+00:00,7.18031E+15,5.94378E+15,311.0340945,684.3800168,18
2024-12-13 19:00:00+00:00,4.4155E+15,6.99572E+15,318.6818692,712.2098857,19
2024-12-13 20:00:00+00:00,4.01284E+15,7.90539E+15,310.1512015,660.0146111,20
2024-12-13 21:00:00+00:00,4.4313E+15,5.2639E+15,316.1929412,677.2933175,21
2024-12-13 22:00:00+00:00,0,0,0,0,22
2024-12-13 23:00:00+00:00,0,0,0,0,23
2024-12-14 00:00:00+00:00,0,0,0,0,0
2024-12-14 01:00:00+00:00,0,0,0,0,1
2024-12-14 02:00:00+00:00,0,0,0,0,2
2024-12-14 03:00:00+00:00,0,0,0,0,3
2024-12-14 04:00:00+00:00,0,0,0,0,4
2024-12-14 05:00:00+00:00,5.47142E+15,5.4996E+15,300.0497117,613.9872456,5
2024-12-14 06:00:00+00:00,4.96615E+15,5.34856E+15,307.9153811,741.3242331,6
2024-12-14 07:00:00+00:00,5.09089E+15,3.70325E+15,309.1323762,748.2168885,7
2024-12-14 08:00:00+00:00,2.76598E+15,3.57162E+15,327.9087903,735.6316328,8
2024-12-14 09:00:00+00:00,8.23302E+15,5.46042E+15,306.2187586,728.0043663,9
2024-12-14 10:00:00+00:00,9.24867E+15,3.89522E+15,321.0162075,865.1576707,10
2024-12-14 11:00:00+00:00,6.11195E+15,4.44847E+15,328.7822039,786.9319445,11
2024-12-14 12:00:00+00:00,1.17E+16,5.59873E+15,334.2201141,741.689511,12
2024-12-14 13:00:00+00:00,6.32207E+15,4.39504E+15,342.5850259,790.8799116,13
2024-12-14 14:00:00+00:00,4.85938E+15,6.08439E+15,351.5502718,838.5159387,14
2024-12-14 15:00:00+00:00,7.9872E+15,4.14584E+15,346.3522743,665.1060098,15
2024-12-14 16:00:00+00:00,7.66373E+15,4.73434E+15,311.2762665,743.2508462,16
2024-12-14 17:00:00+00:00,8.85871E+15,5.95194E+15,331.6768899,645.6502593,17
2024-12-14 18:00:00+00:00,5.33884E+15,3.83398E+15,325.2667685,710.346659,18
2024-12-14 19:00:00+00:00,3.56822E+15,6.24873E+15,328.7073667,753.6944869,19
2024-12-14 20:00:00+00:00,3.19039E+15,9.14006E+15,320.0421645,729.283006,20
2024-12-14 21:00:00+00:00,3.4648E+15,3.93054E+15,318.1255622,647.2164622,21
2024-12-14 22:00:00+00:00,0,0,0,0,22
2024-12-14 23:00:00+00:00,0,0,0,0,23
2024-12-15 00:00:00+00:00,0,0,0,0,0
2024-12-15 01:00:00+00:00,0,0,0,0,1
2024-12-15 02:00:00+00:00,0,0,0,0,2
2024-12-15 03:00:00+00:00,0,0,0,0,3
2024-12-15 04:00:00+00:00,0,0,0,0,4
2024-12-15 05:00:00+00:00,3.44767E+15,5.35413E+15,309.8437079,739.4713674,5
2024-12-15 06:00:00+00:00,4.32184E+15,5.72912E+15,304.1781933,635.4953511,6
2024-12-15 07:00:00+00:00,6.47367E+15,7.03169E+15,318.9061204,718.4271725,7
2024-12-15 08:00:00+00:00,6.09787E+15,8.50424E+15,297.9880344,674.9448746,8
2024-12-15 09:00:00+00:00,7.06589E+15,7.18711E+15,315.7866538,684.5828263,9
2024-12-15 10:00:00+00:00,9.28414E+15,4.52024E+15,329.7164245,645.4877222,10
2024-12-15 11:00:00+00:00,5.87564E+15,6.00058E+15,310.157897,777.1372846,11
2024-12-15 12:00:00+00:00,9.13664E+15,5.60326E+15,320.3633166,717.0231724,12
2024-12-15 13:00:00+00:00,8.53404E+15,4.97512E+15,343.3451864,673.4892126,13
2024-12-15 14:00:00+00:00,4.097E+15,3.84459E+15,321.6087317,727.1679181,14
2024-12-15 15:00:00+00:00,6.76291E+15,3.00035E+15,327.4081007,750.5347698,15
2024-12-15 16:00:00+00:00,5.10244E+15,4.94255E+15,333.3738257,741.8167663,16
2024-12-15 17:00:00+00:00,7.62593E+15,7.38732E+15,330.1536072,687.249328,17
2024-12-15 18:00:00+00:00,6.04568E+15,7.40946E+15,334.0234184,803.2794571,18
2024-12-15 19:00:00+00:00,5.82114E+15,6.85608E+15,309.9838384,567.3947342,19
2024-12-15 20:00:00+00:00,7.81912E+15,9.52013E+15,329.7359671,676.0174484,20
2024-12-15 21:00:00+00:00,6.06484E+15,7.06335E+15,310.5873535,601.7284739,21
2024-12-15 22:00:00+00:00,0,0,0,0,22
2024-12-15 23:00:00+00:00,0,0,0,0,23
2024-12-16 00:00:00+00:00,0,0,0,0,0
2024-12-16 01:00:00+00:00,0,0,0,0,1
2024-12-16 02:00:00+00:00,0,0,0,0,2
2024-12-16 03:00:00+00:00,0,0,0,0,3
2024-12-16 04:00:00+00:00,0,0,0,0,4
2024-12-16 05:00:00+00:00,3.05164E+15,4.13575E+15,307.2582816,587.7038843,5
2024-12-16 06:00:00+00:00,2.90941E+15,7.1753E+15,310.0279536,666.6294427,6
2024-12-16 07:00:00+00:00,4.36216E+15,4.96024E+15,301.3776111,614.8012785,7
2024-12-16 08:00:00+00:00,4.55938E+15,8.92446E+15,316.97958,678.0322186,8
2024-12-16 09:00:00+00:00,5.16847E+15,6.96233E+15,319.2449778,742.0681559,9
2024-12-16 10:00:00+00:00,1.41213E+15,7.57756E+15,325.5453042,754.4526557,10
2024-12-16 11:00:00+00:00,9.23426E+15,3.62538E+15,318.0566487,840.0556232,11
2024-12-16 12:00:00+00:00,5.95693E+15,4.00653E+15,321.4216159,700.9151672,12
2024-12-16 13:00:00+00:00,7.40335E+15,5.98393E+15,326.3646365,776.7265969,13
2024-12-16 14:00:00+00:00,7.52602E+15,4.65594E+15,339.6065341,808.6724427,14
2024-12-16 15:00:00+00:00,9.42762E+15,5.81649E+15,348.8585392,653.5080594,15
2024-12-16 16:00:00+00:00,6.05642E+15,4.34194E+15,321.1833244,748.3334127,16
2024-12-16 17:00:00+00:00,6.26155E+15,9.74658E+15,316.2222365,591.115437,17
2024-12-16 18:00:00+00:00,8.22662E+15,7.89254E+15,319.5859712,660.652677,18
2024-12-16 19:00:00+00:00,4.11817E+15,8.1258E+15,342.4071964,670.4077231,19
2024-12-16 20:00:00+00:00,2.88609E+15,5.36653E+15,303.5091576,635.8872901,20
2024-12-16 21:00:00+00:00,2.86918E+15,6.21366E+15,322.6954979,619.0134056,21
2024-12-16 22:00:00+00:00,0,0,0,0,22
2024-12-16 23:00:00+00:00,0,0,0,0,23
2024-12-17 00:00:00+00:00,0,0,0,0,0
2024-12-17 01:00:00+00:00,0,0,0,0,1
2024-12-17 02:00:00+00:00,0,0,0,0,2
2024-12-17 03:00:00+00:00,0,0,0,0,3
2024-12-17 04:00:00+00:00,0,0,0,0,4
2024-12-17 05:00:00+00:00,6.1464E+15,4.49346E+15,309.3883764,615.4411109,5
2024-12-17 06:00:00+00:00,4.61156E+15,5.80636E+15,324.8651109,572.6555535,6
2024-12-17 07:00:00+00:00,6.36694E+15,8.66972E+15,303.110135,662.8349515,7
2024-12-17 08:00:00+00:00,3.75132E+15,8.97865E+15,310.3896904,813.101056,8
2024-12-17 09:00:00+00:00,8.35441E+15,7.49517E+15,320.0035469,693.7234461,9
2024-12-17 10:00:00+00:00,7.78157E+15,5.2525E+15,333.7041138,705.8104129,10
2024-12-17 11:00:00+00:00,4.74971E+15,5.88256E+15,319.0176052,654.5630115,11
2024-12-17 12:00:00+00:00,6.57648E+15,6.58159E+15,334.6895222,801.0014717,12
2024-12-17 13:00:00+00:00,6.88942E+15,3.21117E+15,352.6310022,832.1644137,13
2024-12-17 14:00:00+00:00,5.7233E+15,6.49497E+15,333.977816,768.3793719,14
2024-12-17 15:00:00+00:00,6.87352E+15,4.16084E+15,332.822808,694.4988444,15
2024-12-17 16:00:00+00:00,2.65069E+15,5.29082E+15,324.3847609,748.947107,16
2024-12-17 17:00:00+00:00,5.38494E+15,5.71071E+15,352.0320537,757.04655,17
2024-12-17 18:00:00+00:00,8.46994E+15,5.94367E+15,323.8617449,647.3365357,18
2024-12-17 19:00:00+00:00,6.37655E+15,5.7072E+15,332.5700009,805.9297146,19
2024-12-17 20:00:00+00:00,4.21984E+15,6.70578E+15,314.5745594,708.7489174,20
2024-12-17 21:00:00+00:00,4.72694E+15,8.81227E+15,313.1758014,573.6061458,21
2024-12-17 22:00:00+00:00,0,0,0,0,22
2024-12-17 23:00:00+00:00,0,0,0,0,23
2024-12-18 00:00:00+00:00,0,0,0,0,0
2024-12-18 01:00:00+00:00,0,0,0,0,1
2024-12-18 02:00:00+00:00,0,0,0,0,2
2024-12-18 03:00:00+00:00,0,0,0,0,3
2024-12-18 04:00:00+00:00,0,0,0,0,4
2024-12-18 05:00:00+00:00,3.59751E+15,4.80984E+15,316.2324237,705.8767167,5
2024-12-18 06:00:00+00:00,1.14481E+15,5.98495E+15,298.2974764,782.3079986,6
2024-12-18 07:00:00+00:00,6.949E+15,6.0812E+15,320.9358724,675.1173273,7
2024-12-18 08:00:00+00:00,7.39295E+15,7.35113E+15,322.7446703,638.5524301,8
2024-12-18 09:00:00+00:00,6.79852E+15,5.23181E+15,315.3632137,720.5957236,9
2024-12-18 10:00:00+00:00,5.95714E+15,5.19514E+15,324.2285586,763.4090553,10
2024-12-18 11:00:00+00:00,5.18189E+15,4.76162E+15,328.4498477,838.7213856,11
2024-12-18 12:00:00+00:00,5.92254E+15,6.14966E+15,318.3731388,710.39347,12
2024-12-18 13:00:00+00:00,7.70503E+15,5.22289E+15,321.646028,689.5413314,13
2024-12-18 14:00:00+00:00,1.09E+16,4.78022E+15,323.6568584,782.7574547,14
2024-12-18 15:00:00+00:00,9.54769E+15,6.26574E+15,317.7288885,698.4171438,15
2024-12-18 16:00:00+00:00,4.98876E+15,5.5976E+15,328.9327068,656.2421458,16
2024-12-18 17:00:00+00:00,4.92151E+15,4.96197E+15,313.3829884,780.1225883,17
2024-12-18 18:00:00+00:00,5.46928E+15,5.83059E+15,337.0879207,613.4656792,18
2024-12-18 19:00:00+00:00,6.2622E+15,9.29056E+15,326.9184608,789.5245664,19
2024-12-18 20:00:00+00:00,4.23948E+15,5.96755E+15,316.2667295,666.5484715,20
2024-12-18 21:00:00+00:00,3.46807E+15,7.0012E+15,306.6364623,611.8403005,21
2024-12-18 22:00:00+00:00,0,0,0,0,22
2024-12-18 23:00:00+00:00,0,0,0,0,23
2024-12-19 00:00:00+00:00,0,0,0,0,0
2024-12-19 01:00:00+00:00,0,0,0,0,1
2024-12-19 02:00:00+00:00,0,0,0,0,2
2024-12-19 03:00:00+00:00,0,0,0,0,3
2024-12-19 04:00:00+00:00,0,0,0,0,4
2024-12-19 05:00:00+00:00,3.91038E+15,4.98686E+15,296.972194,789.7114026,5
2024-12-19 06:00:00+00:00,7.08568E+15,7.60691E+15,322.6969358,683.6479376,6
2024-12-19 07:00:00+00:00,7.71192E+15,6.1167E+15,299.7503614,553.7572077,7
2024-12-19 08:00:00+00:00,1.05E+16,6.17478E+15,310.8246738,642.1922676,8
2024-12-19 09:00:00+00:00,8.96267E+15,6.24114E+15,325.1422753,747.371469,9
2024-12-19 10:00:00+00:00,7.28341E+15,6.80177E+15,325.9259536,761.6234446,10
2024-12-19 11:00:00+00:00,6.38074E+15,5.38046E+15,330.6093774,762.6878412,11
2024-12-19 12:00:00+00:00,4.37976E+15,4.95747E+15,338.8082079,716.7305268,12
2024-12-19 13:00:00+00:00,4.53335E+15,5.7844E+15,327.1777789,674.9120333,13
2024-12-19 14:00:00+00:00,6.06891E+15,4.27683E+15,331.0491432,696.8515055,14
2024-12-19 15:00:00+00:00,8.33153E+15,4.40253E+15,324.3118283,769.0675968,15
2024-12-19 16:00:00+00:00,4.00001E+15,6.85059E+15,322.2070307,735.8180088,16
2024-12-19 17:00:00+00:00,7.76701E+15,7.28985E+15,322.4314885,736.4211652,17
2024-12-19 18:00:00+00:00,6.17325E+15,6.45265E+15,330.5254708,784.6501109,18
2024-12-19 19:00:00+00:00,3.78964E+15,5.01563E+15,321.5991152,713.2939386,19
2024-12-19 20:00:00+00:00,7.32512E+15,9.08244E+15,316.3159125,684.3335315,20
2024-12-19 21:00:00+00:00,5.19698E+15,3.93484E+15,335.5154653,632.7365869,21
2024-12-19 22:00:00+00:00,0,0,0,0,22
2024-12-19 23:00:00+00:00,0,0,0,0,23
2024-12-20 00:00:00+00:00,0,0,0,0,0
2024-12-20 01:00:00+00:00,0,0,0,0,1
2024-12-20 02:00:00+00:00,0,0,0,0,2
2024-12-20 03:00:00+00:00,0,0,0,0,3
2024-12-20 04:00:00+00:00,0,0,0,0,4
2024-12-20 05:00:00+00:00,2.3254E+15,5.81828E+15,300.5874383,775.6781285,5
2024-12-20 06:00:00+00:00,5.39941E+15,7.75672E+15,313.0406905,623.8220979,6
2024-12-20 07:00:00+00:00,7.2082E+15,8.66642E+15,313.7724353,719.7858089,7
2024-12-20 08:00:00+00:00,7.0571E+15,5.13803E+15,326.2704148,805.6095549,8
2024-12-20 09:00:00+00:00,5.92768E+15,7.78976E+15,321.0758517,717.9638992,9
2024-12-20 10:00:00+00:00,6.65064E+15,5.95344E+15,317.9074916,672.3976852,10
2024-12-20 11:00:00+00:00,7.53448E+15,7.19398E+15,316.9413069,741.1533229,11
2024-12-20 12:00:00+00:00,9.602E+15,4.84923E+15,340.8635585,806.5025887,12
2024-12-20 13:00:00+00:00,7.91085E+15,3.69684E+15,331.0107796,720.9746787,13
2024-12-20 14:00:00+00:00,5.69619E+15,4.84479E+15,331.7373473,675.9368903,14
2024-12-20 15:00:00+00:00,1.15E+16,4.63473E+15,325.7609423,691.5126942,15
2024-12-20 16:00:00+00:00,8.46877E+15,5.49497E+15,349.3716017,769.8471779,16
2024-12-20 17:00:00+00:00,2.32422E+15,6.85405E+15,309.6153394,641.7957178,17
2024-12-20 18:00:00+00:00,4.10585E+15,7.63727E+15,328.2001525,612.2435249,18
2024-12-20 19:00:00+00:00,4.86529E+15,9.1092E+15,322.6038515,629.807115,19
2024-12-20 20:00:00+00:00,4.15161E+15,7.28721E+15,318.2915866,722.1022451,20
2024-12-20 21:00:00+00:00,4.88473E+15,4.54068E+15,321.4515733,682.1265038,21
2024-12-20 22:00:00+00:00,0,0,0,0,22
2024-12-20 23:00:00+00:00,0,0,0,0,23
2024-12-21 00:00:00+00:00,0,0,0,0,0
2024-12-21 01:00:00+00:00,0,0,0,0,1
2024-12-21 02:00:00+00:00,0,0,0,0,2
2024-12-21 03:00:00+00:00,0,0,0,0,3
2024-12-21 04:00:00+00:00,0,0,0,0,4
2024-12-21 05:00:00+00:00,5.85261E+15,5.09093E+15,303.3891613,623.676513,5
2024-12-21 06:00:00+00:00,5.13681E+15,6.27243E+15,308.9530588,591.3464259,6
2024-12-21 07:00:00+00:00,3.97002E+15,7.24818E+15,303.4133245,745.2439065,7
2024-12-21 08:00:00+00:00,1.9527E+15,9.41355E+15,317.2261062,788.6858915,8
2024-12-21 09:00:00+00:00,8.72139E+15,7.56198E+15,291.5220838,783.4471831,9
2024-12-21 10:00:00+00:00,6.54024E+15,6.09967E+15,326.9407356,647.5172234,10
2024-12-21 11:00:00+00:00,4.67085E+15,1.33195E+15,326.6108809,859.0980542,11
2024-12-21 12:00:00+00:00,5.70843E+15,5.34705E+15,338.2850722,676.5290143,12
2024-12-21 13:00:00+00:00,7.54235E+15,5.50844E+15,331.0962416,719.7179233,13
2024-12-21 14:00:00+00:00,8.03237E+15,3.4837E+15,346.3446863,744.8079094,14
2024-12-21 15:00:00+00:00,1.08E+16,5.81628E+15,322.8824679,782.5394448,15
2024-12-21 16:00:00+00:00,5.68765E+15,4.3256E+15,325.6754063,741.182703,16
2024-12-21 17:00:00+00:00,2.8915E+15,6.70722E+15,320.012986,802.1440747,17
2024-12-21 18:00:00+00:00,8.81367E+15,8.87647E+15,335.5234708,580.026376,18
2024-12-21 19:00:00+00:00,8.99964E+15,7.43622E+15,336.9679301,812.8493225,19
2024-12-21 20:00:00+00:00,5.43218E+15,3.87033E+15,314.8697193,700.5146849,20
2024-12-21 21:00:00+00:00,4.34103E+15,4.65066E+15,324.6654284,650.5181292,21
2024-12-21 22:00:00+00:00,0,0,0,0,22
2024-12-21 23:00:00+00:00,0,0,0,0,23
2024-12-22 00:00:00+00:00,0,0,0,0,0
2024-12-22 01:00:00+00:00,0,0,0,0,1
2024-12-22 02:00:00+00:00,0,0,0,0,2
2024-12-22 03:00:00+00:00,0,0,0,0,3
2024-12-22 04:00:00+00:00,0,0,0,0,4
2024-12-22 05:00:00+00:00,4.4006E+15,8.03365E+15,303.3071493,674.4371156,5
2024-12-22 06:00:00+00:00,3.38054E+15,8.27704E+15,323.2079673,622.3463045,6
2024-12-22 07:00:00+00:00,5.47299E+15,7.0421E+15,309.7935739,769.0292707,7
2024-12-22 08:00:00+00:00,5.69752E+15,7.48255E+15,320.373193,734.0229098,8
2024-12-22 09:00:00+00:00,2.82218E+15,5.45678E+15,310.9767313,754.3983001,9
2024-12-22 10:00:00+00:00,6.31703E+15,5.5277E+15,325.6747795,749.9961632,10
2024-12-22 11:00:00+00:00,4.32757E+15,3.69385E+15,338.4094019,765.8798808,11
2024-12-22 12:00:00+00:00,6.88626E+15,5.76257E+15,328.2336901,768.1748297,12
2024-12-22 13:00:00+00:00,7.75324E+15,5.8121E+15,344.8350887,713.4017088,13
2024-12-22 14:00:00+00:00,9.51385E+15,4.22669E+15,338.8001515,714.8499371,14
2024-12-22 15:00:00+00:00,4.34745E+15,6.05314E+15,349.7718564,725.1691038,15
2024-12-22 16:00:00+00:00,9.02869E+15,4.63758E+15,333.284192,730.0574048,16
2024-12-22 17:00:00+00:00,6.02777E+15,5.72947E+15,316.779687,780.3182978,17
2024-12-22 18:00:00+00:00,4.68814E+15,8.69996E+15,318.1691543,663.1296525,18
2024-12-22 19:00:00+00:00,6.57546E+15,8.70092E+15,333.7098412,597.4405868,19
2024-12-22 20:00:00+00:00,3.94175E+15,9.22647E+15,306.6667008,667.5129897,20
2024-12-22 21:00:00+00:00,3.81815E+15,5.01107E+15,288.3243077,683.6077143,21
2024-12-22 22:00:00+00:00,0,0,0,0,22
2024-12-22 23:00:00+00:00,0,0,0,0,23
2024-12-23 00:00:00+00:00,0,0,0,0,0
2024-12-23 01:00:00+00:00,0,0,0,0,1
2024-12-23 02:00:00+00:00,0,0,0,0,2
2024-12-23 03:00:00+00:00,0,0,0,0,3
2024-12-23 04:00:00+00:00,0,0,0,0,4
2024-12-23 05:00:00+00:00,6.519E+15,4.72941E+15,300.361676,665.3757067,5
2024-12-23 06:00:00+00:00,5.77489E+15,5.31867E+15,302.5253083,752.5631622,6
2024-12-23 07:00:00+00:00,3.50763E+15,5.44469E+15,312.4673289,837.9671643,7
2024-12-23 08:00:00+00:00,6.0437E+15,5.19282E+15,298.5008078,624.5618155,8
2024-12-23 09:00:00+00:00,7.18093E+15,5.70611E+15,311.3630396,714.4630002,9
2024-12-23 10:00:00+00:00,5.26893E+15,3.41856E+15,328.9477327,762.1915234,10
2024-12-23 11:00:00+00:00,9.54836E+15,6.10056E+15,313.3184459,694.7937209,11
2024-12-23 12:00:00+00:00,9.09756E+15,5.18215E+15,331.9179173,638.0944532,12
2024-12-23 13:00:00+00:00,6.58677E+15,5.75705E+15,316.0755317,808.128416,13
2024-12-23 14:00:00+00:00,7.44232E+15,2.49995E+15,333.0972976,703.4557243,14
2024-12-23 15:00:00+00:00,5.65584E+15,5.2516E+15,320.3391723,750.6144875,15
2024-12-23 16:00:00+00:00,5.79934E+15,3.78987E+15,316.7327208,760.427716,16
2024-12-23 17:00:00+00:00,6.03547E+15,6.56543E+15,341.3293978,737.429666,17
2024-12-23 18:00:00+00:00,7.53613E+15,7.20831E+15,310.9682172,679.5468555,18
2024-12-23 19:00:00+00:00,2.63939E+15,5.43854E+15,329.5156831,701.3390327,19
2024-12-23 20:00:00+00:00,4.99181E+15,8.34008E+15,324.528291,620.3419244,20
2024-12-23 21:00:00+00:00,5.53996E+15,3.28957E+15,307.2341681,657.3239754,21
2024-12-23 22:00:00+00:00,0,0,0,0,22
2024-12-23 23:00:00+00:00,0,0,0,0,23
2024-12-24 00:00:00+00:00,0,0,0,0,0
2024-12-24 01:00:00+00:00,0,0,0,0,1
2024-12-24 02:00:00+00:00,0,0,0,0,2
2024-12-24 03:00:00+00:00,0,0,0,0,3
2024-12-24 04:00:00+00:00,0,0,0,0,4
2024-12-24 05:00:00+00:00,5.67833E+15,5.69495E+15,309.5984904,662.7256931,5
2024-12-24 06:00:00+00:00,3.55994E+15,6.57865E+15,310.3758651,627.2881337,6
2024-12-24 07:00:00+00:00,6.24775E+15,7.47935E+15,306.1627005,777.18617,7
2024-12-24 08:00:00+00:00,6.21341E+15,4.62924E+15,317.1175145,785.0439836,8
2024-12-24 09:00:00+00:00,6.78027E+15,5.36826E+15,319.6456764,748.615685,9
2024-12-24 10:00:00+00:00,4.68463E+15,1.68728E+15,347.662174,758.2974719,10
2024-12-24 11:00:00+00:00,7.51783E+15,4.55195E+15,326.9166592,838.0427157,11
2024-12-24 12:00:00+00:00,7.9448E+15,3.24298E+15,348.6817214,755.5131924,12
2024-12-24 13:00:00+00:00,6.16172E+15,4.16778E+15,326.064554,743.2415472,13
2024-12-24 14:00:00+00:00,9.3008E+15,4.9798E+15,338.4588796,779.8765708,14
2024-12-24 15:00:00+00:00,1.10E+16,3.58607E+15,334.7144021,801.0562964,15
2024-12-24 16:00:00+00:00,6.82368E+15,4.16935E+15,323.8324286,679.6732283,16
2024-12-24 17:00:00+00:00,7.07849E+15,3.62512E+15,338.537922,752.6126189,17
2024-12-24 18:00:00+00:00,3.24162E+15,4.00214E+15,347.7887739,710.9440358,18
2024-12-24 19:00:00+00:00,6.13567E+15,1.08E+16,308.2948633,614.6352987,19
2024-12-24 20:00:00+00:00,4.40557E+15,5.95272E+15,321.0831257,702.7646949,20
2024-12-24 21:00:00+00:00,7.8709E+15,7.08338E+15,313.3210908,604.4815392,21
2024-12-24 22:00:00+00:00,0,0,0,0,22
2024-12-24 23:00:00+00:00,0,0,0,0,23
2024-12-25 00:00:00+00:00,0,0,0,0,0
2024-12-25 01:00:00+00:00,0,0,0,0,1
2024-12-25 02:00:00+00:00,0,0,0,0,2
2024-12-25 03:00:00+00:00,0,0,0,0,3
2024-12-25 04:00:00+00:00,0,0,0,0,4
2024-12-25 05:00:00+00:00,6.63944E+15,4.4299E+15,305.7871713,640.9971169,5
2024-12-25 06:00:00+00:00,5.26434E+15,7.03908E+15,317.0464053,662.5742625,6
2024-12-25 07:00:00+00:00,4.39955E+15,1.97295E+15,325.4297842,679.828139,7
2024-12-25 08:00:00+00:00,6.16833E+15,8.49241E+15,335.3695722,649.3948727,8
2024-12-25 09:00:00+00:00,5.13121E+15,5.71623E+15,304.7266484,740.4308856,9
2024-12-25 10:00:00+00:00,5.90446E+15,5.49963E+15,315.8538144,754.6820149,10
2024-12-25 11:00:00+00:00,7.34844E+15,5.47105E+15,322.0477952,797.9354338,11
2024-12-25 12:00:00+00:00,7.89927E+15,4.13026E+15,326.7160256,734.2158463,12
2024-12-25 13:00:00+00:00,4.57668E+15,4.19478E+15,321.4498297,760.8570835,13
2024-12-25 14:00:00+00:00,6.959E+15,3.34326E+15,336.5743873,687.3060595,14
2024-12-25 15:00:00+00:00,6.39119E+15,3.092E+15,325.4841148,706.0047448,15
2024-12-25 16:00:00+00:00,1.08E+16,3.4486E+15,328.1993498,658.6532336,16
2024-12-25 17:00:00+00:00,8.63736E+15,8.71601E+15,323.5448807,801.8604643,17
2024-12-25 18:00:00+00:00,6.37531E+15,6.13028E+15,320.0687548,613.6966358,18
2024-12-25 19:00:00+00:00,4.93226E+15,6.22484E+15,319.9632259,677.9715409,19
2024-12-25 20:00:00+00:00,6.17487E+15,8.61079E+15,334.1920598,688.5710855,20
2024-12-25 21:00:00+00:00,3.43224E+15,4.03154E+15,309.7982372,665.5311837,21
2024-12-25 22:00:00+00:00,0,0,0,0,22
2024-12-25 23:00:00+00:00,0,0,0,0,23
2024-12-26 00:00:00+00:00,0,0,0,0,0
2024-12-26 01:00:00+00:00,0,0,0,0,1
2024-12-26 02:00:00+00:00,0,0,0,0,2
2024-12-26 03:00:00+00:00,0,0,0,0,3
2024-12-26 04:00:00+00:00,0,0,0,0,4
2024-12-26 05:00:00+00:00,3.64563E+15,4.26536E+15,303.4563939,627.8321109,5
2024-12-26 06:00:00+00:00,7.93375E+15,5.01968E+15,305.3245222,707.059814,6
2024-12-26 07:00:00+00:00,4.34524E+15,4.80183E+15,315.359512,710.0861328,7
2024-12-26 08:00:00+00:00,7.00023E+15,7.5967E+15,336.9974092,752.8957822,8
2024-12-26 09:00:00+00:00,3.33139E+15,6.18579E+15,326.7789228,757.8552876,9
2024-12-26 10:00:00+00:00,6.25706E+15,3.02872E+15,323.5432269,800.6508388,10
2024-12-26 11:00:00+00:00,8.88511E+15,4.46687E+15,340.6865212,761.9806822,11
